id_pedido;id_cliente;nome_cliente;email;telefone;data_pedido;estado;cidade;canal_venda;dispositivo;categoria_produto;produto;quantidade;preco_unitario;desconto_pct;frete;valor_total;forma_pagamento;parcelas;idade_cliente;renda_mensal;tempo_cliente_meses;nivel_fidelidade;id_parceiro;avaliacao;devolvido;cupom_usado;recomprou_90d
PED2026011774;CLI00505;Isabela Ramos;isabelaramos.505@exemplo.com;(61) 93425-8308;2026-02-21;SC;Florianópolis;SITE;DESKTOP;Informática;Monitor;1;1669.98;0.2;0;1335.98;PIX;1;63;4524.45;53;Diamante;PROPRIO;4;0;1;0
PED2026006238;CLI01013; Vinicius Silva ;viniciussilva.1013@exemplo.com;21 91105-7046;2026-04-01;RS;Porto Alegre;APP;MOBILE;Moda e Acessórios;Camiseta;1;76.42;0.1;42.08;110.86;CARTAO_CREDITO;3;36;1720.96;72;Diamante;PROPRIO;5;0;1;1
PED2026000926;CLI01187;Henrique Barbosa;henriquebarbosa.1187@exemplo.com;(47) 90879-8181;2026-08-21;SP;São Paulo;APP;MOBILE;Casa e Decoração;Luminária;2;187.32;0;25.48;400.12;CARTAO_CREDITO;3;28;4559.55;17;Prata;PROPRIO;5;0;0;0
PED2026007543;CLI01535;Henrique Nunes;henriquenunes.1535@exemplo.com;(19) 93927-0014;2026-05-16;DF;Brasília;MARKETPLACE;DESKTOP;Eletrodomésticos;Air Fryer;1;425.82;0.1;37.46;420.7;Pagamento Instantâneo;1;39;5254.01;52;Diamante;PARC252;4;0;0;0
PED2026005199;CLI01590;Yasmin Silva;yasminsilva.1590@exemplo.com;(61) 97548-9338;2026-07-10;RJ;Rio de Janeiro;MARKETPLACE;MOBILE;Casa e Decoração;Organizador;1;145.92;0;3.03;148.95;CARTAO_CREDITO;10;33;3090.0;82;Diamante;PARC248;4;0;0;1
PED2026006048;CLI01214;João Sa ntos;joãosantos.1214@exemplo.com;11 97379-8089;2026-03-18;SP;São Paulo;APP;MOBILE;Eletrodomésticos;Micro-ondas;1;1400;0;20.31;1420.31;PIX;1;37;3147.02;63;Diamante;PROPRIO;4;0;0;0
PED2026001434;CLI00787;Vinicius Teixeira;viniciusteixeira.787@exemplo.com;(41) 91018-5084;06/01/2026;SP;São Paulo;APP;DESKTOP;Telefonia;Smartphone;1;1736.97;0;0;1736.97;PIX;1;57;5626.76;67;Diamante;PROPRIO;4;0;0;1
PED2026006456;CLI03427;Rafael Gomes;rafaelgomes.3427@exemplo.com;(71) 98975-4639;2026-02-14;SE;Aracaju;APP;TABLET;Outros;Papelaria;1;72.58;0.05;34.67;103.62;PIX;1;61;5651.64;63;Diamante;PROPRIO;5;0;1;0
PED2026009797;CLI03237;Ursula Dias;URSULADIAS.3237@EXEMPLO.COM;41943583527;2026-01-21;bahia;Salvador;SITE;MOBILE;BELEZA E SAÚDE;Perfume;1;748.11;0.2;0;598.49;PIX;1;36;5461.7;22;Ouro;PROPRIO;5;0;1;0
PED2026003731;CLI02132;Thiago Lima;thiagolima.2132@exemplo.com;(71) 95204-1722;2026-04-09;SP;São Paulo;APP;DESKTOP;Eletrônicos;Smart TV;1;3675.99;0.1;0;3308.39;CARTAO_CREDITO;3;51;5545.94;12;Ouro;PROPRIO;3;0;1;0
PED2026001413;CLI00125;Karen Santos;karensantos.125@exemplo.com;(61) 98339-0380;2026-02-28;SP;São Paulo;APP;mobile;Casa e Decoração;Organizador;1;74.64;0.25;29.31;85.29;PIX;1;45;6043.29;20;Prata;PROPRIO;4;0;1;0
PED2026004941;CLI02409;Eduarda Ferreira;eduardaferreira.2409@exemplo.com;+55 47 90708-8472;2026-06-05;BA;Salvador;APP;DESKTOP;Informática;Mouse sem fio;2;325.09;0.15;0;552.65;PIX;1;38;4118.14;39;Ouro;PROPRIO;3;0;1;1
PED2026002441;CLI01070;Nicolas Barbosa;nicolasbarbosa.1070@exemplo.com;(81) 92448-4702;2026-08-14;DF;Brasília;APP;DESKTOP;informática;Teclado mecânico;4;450.0;0;0;1800.0;BOLETO;1;35;2337.38;60;Diamante;PROPRIO;4;0;0;0
PED2026000275;CLI02755;Carla Almeida;carlaalmeida.2755@exemplo.com;(19) 93367-6363;2026-02-12;são paulo;São Paulo;MARKETPLACE;MOBILE;Casa e Decoração;Organizador;5;180;0.1;0;810.0;PIX;1;40;3156.92;37;Ouro;PARC074;4;0;1;1
PED2026002226;CLI03375;Mariana Pereira;marianapereira.3375@exemplo.com;(61) 99629-9158;23/02/2026;RS;Porto Alegre;app;MOBILE;Casa e Decoração;Cadeira Escritório;1;1560.78;0.1;0;1404.7;PIX;1;24;8311.62;46;Ouro;PROPRIO;4;0;1;1
PED2026008713;CLI02609;Queila Gomes;queilagomes.2609@exemplo.com;(41) 97914-8014;2026-05-01;SP;São Paulo;Aplicativo;MOBILE;Moda e Acessórios;Tênis;1;328.92;0;47.94;376.86;BOLETO;1;28;3433.73;58;Diamante;PROPRIO;3;0;0;0
PED2026006305;CLI03038;Sofia Costa;sofiacosta.3038@exemplo.com;(31) 93588-6072;2026-04-13;RS;Porto Alegre;SITE;MOBILE;Eletrodomésticos;Cafeteira;1;320.75;0;14.72;335.47;CARTAO_CREDITO;10;54;6966.65;80;Diamante;PROPRIO;3;0;0;1
PED2026004836;CLI00383;Karen Vieira;karenvieira.383@exemplo.com;(11) 90143-9439;2026-07-17;SP;São Paulo;SITE;MOBILE;Cultura;Livro;4;74.5;0.2;43.42;281.82;CARTAO_CREDITO;1;27;4632.64;55;Ouro;PROPRIO;5;0;1;0
PED2026006863;CLI02675;MARIANA RAMOS;marianaramos.2675@exemplo.com;(47) 96304-4018;2026-05-21;PE;Recife;APP;TABLET;Casa e Decoração;Cadeira Escritório;2;652.09;0.2;0;1043.34;PIX;1;52;4390.47;50;Diamante;PROPRIO;2;0;1;0
PED2026009835;CLI01480;João Nunes;joãonunes.1480@exemplo.com;(47) 97188-6621;2026-05-05;AL;Maceió;APP;MOBILE;Jogos;Jogo Digital;4;222.59;0.05;0;845.84;PIX;1;42;4122.98;41;Diamante;PROPRIO;5;0;1;1
PED2026008102;CLI01085;Nicolas Ramos;nicolasramos.1085@exemplo.com;(81) 93689-5758;2026-06-12;PARANÁ;Curitiba;MARKETPLACE;MOBILE;Moda e Acessórios;Jaqueta;1;561.38;0;0;561.38;CARTAO_CREDITO;1;33;5158.6;50;Diamante;PARC025;4;0;0;1
PED2026011966;CLI00492;Rafael Lima;rafaellima.492@exemplo.com;(51) 97027-3327;2026-01-13;SAO PAULO;São Paulo;APP;MOBILE;Telefonia;Fone Bluetooth;1;762.64;0;0;762.64;CARTAO_CREDITO;10;22;4227.62;69;Diamante;PROPRIO;4;0;0;1
PED2026009521;CLI02694;Yasmin Ramos;yasminramos.2694@exemplo.com;(61) 91236-4055;2026-08-22;SP;São Paulo;APP;MOBILE;Informática;SSD;1;618.23;0.2;36.26;530.85;pix;1;29;3001.51;77;Diamante;PROPRIO;3;0;0;0
PED2026011501;CLI02289;Gabriela Almeida;gabrielaalmeida.2289@exemplo.com;(19) 93899-8997;2026-07-03;RS;Porto Alegre;SITE;MOBILE;Eletrônicos;Console;1;5500;0;0;5500;PIX;1;32;4731.4;40;Diamante;PROPRIO;3;0;0;0
PED2026010872;CLI02653;Carla Costa;carlacosta.2653@exemplo.com;(41) 99982-0479;2026-04-17;S.P.;São Paulo;MARKETPLACE;DESKTOP;Casa e Decoração;Luminária;1;165.59;0.1;1.56;150.59;PIX;1;53;5830.19;18;Prata;PARC134;4;0;1;1
PED2026000564;CLI03280;Ursula Teixeira;URSULATEIXEIRA.3280@EXEMPLO.COM;(71) 91616-9011;2026-05-02;SP;São Paulo;APP;MOBILE;Moda e Acessórios;Mochila;1;415.55;0.1;33.05;407.05;Débito;1;40;2479.23;72;Diamante;PROPRIO;4;0;1;1
PED2026004877;CLI02263;Olivia Gomes;oliviagomes.2263@exemplo.com;(71) 99041-6706;2026-08-13;SP;São Paulo;APP;MOBILE;Informática;Mouse sem fio;1;136.77;0;37.62;174.39;CARTAO_CREDITO;3;23;1200;17;Prata;PROPRIO;4;0;0;1
PED2026009013;CLI01518;Eduarda Rocha;eduardarocha.1518@exemplo.com;(47) 93872-6319;2026-02-25;SP;São Paulo;LOJA_FISICA;MOBILE;Eletrodomésticos;Lavadora;1;3061.86;0;0;3061.86;CARTAO_CREDITO;6;41;4441.72;68;Diamante;PROPRIO;5;0;0;1
PED2026000217;CLI03549;Queila Nunes;queilanunes.3549@exemplo.com;+55 81 95813-9185;2026-05-21;TO;Palmas;MARKETPLACE;DESKTOP;alimentação;Cesta Gourmet;2;507.63;0.1;0;913.73;CARTEIRA_DIGITAL;1;28;1200;52;Ouro;PARC018;5;0;0;0
PED2026008967;CLI00538;Felipe Silva;felipesilva.538@exemplo.com;(61) 92976-3181;2026-04-27;GO;Goiânia;APP;DESKTOP;Outros;Ferramenta;2;514.41;0.2;12.91;835.96;CARTAO_CREDITO;6;51;5331.56;8;Prata;PROPRIO;4;0;1;0
PED2026009728;CLI03517;Paulo Teixeira;pauloteixeira.3517@exemplo.com;+55 61 90724-6812;2026-04-22;CE;Fortaleza;APP;MOBILE;Telefonia;Carregador USB-C;3;140.03;0.05;20.66;419.74;BOLETO;1;46;1200;47;Diamante;PROPRIO;5;0;1;1
PED2026006608;CLI02369;Bruno Gomes;brunogomes.2369@exemplo.com;(21) 93465-1086;2026-03-10;BA;Salvador;APP;MOBILE;Casa e Decoração;Jogo de Cama;1;222.25;0;24.12;246.37;CARTAO_CREDITO;3;37;1200;80;Diamante;PROPRIO;4;0;0;1
PED2026002697;CLI03240;Carla Ramos;carlaramos.3240@exemplo.com;(85) 91149-9323;2026-01-31;são paulo;São Paulo;MARKETPLACE;MOBILE;Eletrodomésticos;Geladeira;5;5260.44;0;16.67;26318.89;CARTAO_CREDITO;1;27;3945.55;19;Prata;PARC047;5;0;0;0
PED2026000478;CLI00081;Lucas Teixeira;lucasteixeira.81@exemplo.com;31973520355;2026-05-27;MG;Belo Horizonte;SITE;MOBILE;Telefonia;Carregador USB-C;1;81.45;0.1;21.38;94.69;CARTAO_CREDITO;1;47;2809.53;44;Diamante;PROPRIO;4;0;1;1
PED2026002748;CLI03542;Rafael Rocha;rafaelrocha.3542@exemplo.com;(41) 98233-4708;2026-08-15;MG;Belo Horizonte;SITE;DESKTOP;Esportes;Bola;1;60.95;0.15;27.74;79.55;CARTAO_DEBITO;1;47;4451.8;43;Diamante;PROPRIO;3;0;1;0
PED2026007587;CLI00173;Karen Souza;karensouza.173@exemplo.com;71 94915-0314;2026-06-04;RJ;Rio de Janeiro;APP;DESKTOP;Casa e Decoração;Jogo de Cama;1;109.29;0;19.13;128.42;PIX;1;39;1982.81;25;Ouro;PROPRIO;3;0;0;0
PED2026004607;CLI02771;Diego Teixeira;diegoteixeira.2771@exemplo.com;(19) 97595-3706;2026-07-03;SP;São Paulo;APP;DESKTOP;Telefonia;Smartwatch;1;305.66;0.15;17.97;277.78;PIX;1;27;8356.97;9;Bronze;PROPRIO;4;0;0;0
PED2026005701;CLI03490;Bruno Rocha;brunorocha.3490@exemplo.com;(21) 98788-7154;2026-08-27;RS;Porto Alegre;SITE;MOBILE;Beleza e Saúde;Secador;1;780;0;13.23;793.23;CARTAO_CREDITO;6;44;1462.85;40;Diamante;PROPRIO;4;0;0;1
PED2026004399;CLI01630;Vinicius Dias;viniciusdias.1630@exemplo.com;(47) 90921-8514;2026-03-06;SP;São Paulo;APP;MOBILE;Telefonia;Smartphone;1;6072.66;0;20.0;6092.66;CARTAO_CREDITO;1;38;4402.44;76;Diamante;PROPRIO;4;1;0;0
PED2026010070;CLI03181;Bruno Gomes;brunogomes.3181@exemplo.com;+55 71 94179-5855;2026-04-03;PI;Teresina;APP;DESKTOP;Moda e Acessorios;Mochila;1;379.54;0.05;32.26;392.82;PIX;1;36;4294.04;63;Diamante;PROPRIO;3;0;0;0
PED2026005942;CLI01698;Thiago Souza;thiagosouza.1698@exemplo.com;(47) 91237-4092;2026-08-10;ES;Vitória;web;DESKTOP;Telefonia;Smartphone;2;4069.0;0.05;0;7731.11;CARTEIRA DIGITAL;1;32;2425.27;46;Ouro;PROPRIO;4;0;0;1
PED2026001964;CLI01083;Paulo Teixeira;pauloteixeira.1083@exemplo.com;(61) 91795-6875;2026-05-09;SP;São Paulo;MARKETPLACE;DESKTOP;Eletrônicos;Console;1;5500;0.1;0;4950.0;PIX;1;61;3753.37;16;Ouro;PARC048;5;0;0;1
PED2026002393;CLI00118;Queila Barbosa;queilabarbosa.118@exemplo.com;(61) 99384-0693;2026-08-17;MS;Campo Grande;SITE;MOBILE;Informática;Monitor;2;3810.36;0;0;7620.71;CARTAO_CREDITO;1;64;4903.53;67;Diamante;PROPRIO;4;0;0;1
PED2026009035;CLI02479;Olivia Santos;oliviasantos.2479@exemplo.com;(71) 92675-5062;2026-08-17;MG;Belo Horizonte;MARKETPLACE;DESKTOP;Outros;Pet Shop;1;129.59;0.25;23.16;120.36;CARTAO_CREDITO;10;42;2780.87;74;Diamante;PARC245;4;0;1;1
PED2026010624;CLI01580;Thiago Ramos;thiagoramos.1580@exemplo.com;(51) 90342-8434;2026-04-02;SP;São Paulo;MARKETPLACE;mobile;Informática;Mouse sem fio;3;420;0;0;1260;CARTAO_CREDITO;2;37;2212.8;44;Ouro;PARC079;4;0;0;1
PED2026002225;CLI01084; RAFAEL MARTINS ;rafaelmartins.1084@exemplo.com;21969056019;2026-07-17;CE;Fortaleza;MARKETPLACE;DESKTOP;Outros;Papelaria;1;65.73;0.2;21.54;74.12;cartao_credito;5;53;4671.44;79;Diamante;PARC036;5;0;1;0
PED2026010893;CLI02564;Sofia Almeida;sofiaalmeida.2564@exemplo.com;(61) 92098-2679;2026-02-20;MG;Belo Horizonte;MARKETPLACE;DESKTOP;Eletrodomésticos;Air Fryer;1;710.49;0;0;710.49;BOLETO;1;52;5412.98;55;Diamante;PARC205;4;0;0;1
PED2026011071;CLI03113;Karen Silva;KARENSILVA.3113@EXEMPLO.COM;(71) 91628-4190;2026-08-04;MT;Cuiabá;APP;MOBILE;Eletrodomésticos;Air Fryer;1;501.45;0;0;501.45;CARTAO_CREDITO;1;38;2222.3;64;Diamante;PROPRIO;5;0;0;1
PED2026005833;CLI00160;queila oliveira;queilaoliveira.160@exemplo.com;11949056892;2026-06-28;PI;Teresina;APP;DESKTOP;Casa e Decoração;Organizador;1;97.01;0;15.06;112.07;PIX;1;25;1224.03;28;Ouro;PROPRIO;4;0;0;0
PED2026000940;CLI00612;João Oliveira;joãooliveira.612@exemplo.com;(81) 91933-2098;2026-07-19;PR;Curitiba;SITE;MOBILE;Eletrodomésticos;Lavadora;1;1800;0;0;1800;CARTAO_DEBITO;1;32;5265.87;9;Ouro;PROPRIO;4;0;0;0
PED2026009200;CLI02362; Mariana Oliveira ;marianaoliveira.2362@exemplo.com;+55 11 93915-3992;2026-03-28;PR;Curitiba;MARKET PLACE;MOBILE;informática;Teclado mecânico;1;852.82;0.1;0;767.54;CARTAO CREDITO;1;42;4660.33;80;Diamante;PARC113;4;0;1;1
PED2026005431;CLI01748;Diego Ferreira;diegoferreira.1748@exemplo.com;(11) 95507-6611;07/07/2026;SP;São Paulo;APP;MOBILE;Cultura;Box Livros;2;450;0.15;0;765.0;Pagamento Instantâneo;1;35;2505.13;58;Diamante;PROPRIO;5;0;0;1
PED2026007657;CLI01430;Bruno Gomes;brunogomes.1430@exemplo.com;(51) 93803-3505;2026-06-07;RJ;Rio de Janeiro;WEB;MOBILE;Informática;Monitor;1;4200;0;0;4200;CARTAO_CREDITO;1;51;1599.5;28;Ouro;PROPRIO;3;1;0;0
PED2026007482;CLI03232;Mariana Santos;marianasantos.3232@exemplo.com;(51) 96342-9005;2026-02-24;MG;Belo Horizonte;APP;MOBILE;Eletrodomésticos;Cafeteira;1;424.33;0;10.45;434.78;CARTAO_CREDITO;1;38;1353.16;21;Ouro;PROPRIO;4;0;0;0
PED2026007723;CLI03457;Karen Costa; karencosta.3457@exemplo.com ;(51) 97941-4094;2026-02-26;PR; Curitiba ;APP;DESKTOP;Esportes;Kit Academia;3;253.63;0.1;0;684.81;CARTAO_DEBITO;1;40;3969.96;38;Diamante;PROPRIO;5;0;0;0
PED2026006919;CLI00582;João Teixeira;joãoteixeira.582@exemplo.com;(41) 95481-4927;2026-07-23;MG;Belo Horizonte;APP;DESKTOP;Casa e Decoração;Cadeira Escritório;1;1664.49;0.05;0;1581.26;CARTAO_CREDITO;1;67;5385.19;27;Ouro;PROPRIO;5;0;1;1
PED2026007005;CLI03537;Ursula Dias;ursuladias.3537@exemplo.com;(47) 91478-9263;2026-08-10;BA;Salvador;APP;MOBILE;Informática;Mouse sem fio;2;265.11;0.3;36.3;407.46;PIX;1;54;8237.82;21;Ouro;PROPRIO;4;0;1;1
PED2026007305;CLI03014;Olivia Santos;oliviasantos.3014@exemplo.com;(71) 96117-2763;2026-05-16;SC;Florianópolis;market place;MOBILE;Casa e Decoração;Cadeira Escritório;2;2400;0.05;42.53;4602.53;PIX;1;18;5280.62;13;Prata;PARC099;4;0;1;1
PED2026001263;CLI03436;Ana Teixeira;anateixeira.3436@exemplo.com;(41) 90216-1630;2026-06-26;PR;Curitiba;SITE;MOBILE;Casa e Decoração;Cadeira Escritório;1;1881.93;0.2;0;1505.54;CARTAO_DEBITO;1;36;4173.67;79;Diamante;PROPRIO;4;0;1;0
PED2026011371;CLI00298;Gabriela Lima;gabrielalima.298@exemplo.com;(47) 91344-0078;2026-07-23;PB;João Pessoa;Aplicativo;DESKTOP;Esportes;Bola;1;156.15;0;29.32;185.47;CARTAO_DEBITO;1;47;7515.22;82;Diamante;PROPRIO;5;0;0;1
PED2026006231;CLI00040; THIAGO PEREIRA ;thiagopereira.40@exemplo.com; 61912329322 ;2026-05-09;MG;Belo Horizonte;App;;Eletrodomésticos;Air Fryer;3;411.46;0.05;0;1172.68;pix;1;46;5619.94;61;Diamante;PROPRIO;5;0;1;1
PED2026006985;CLI00230;Nicolas Martins;nicolasmartins.230@exemplo.com;21926587339;2026-06-23;SP;São Paulo;APP;DESKTOP;Informática;Notebook;1;5637.16;0.05;0;5355.3;CARTAO_CREDITO;12;30;7971.17;13;Prata;PROPRIO;4;0;1;0
PED2026005651;CLI03471; Zeca Oliveira ;zecaoliveira.3471@exemplo.com;(11) 92225-9250;2026-05-31;BA;Salvador;APP;DESKTOP;ESPORTES;Kit Academia;1;545.86;0.1;8.71;499.98;CARTAO_CREDITO;1;48;3957.29;10;Ouro;PROPRIO;5;0;1;1
PED2026010088;CLI01312;ZECA COSTA;zecacosta.1312@exemplo.com;(61) 96971-2408;2026-04-05;GO;Goiânia;APP;DESKTOP;Casa e Decoração;Cadeira Escritório;1;1419.43;0;0;1419.43;CARTAO_CREDITO;1;35;3180.94;70;Diamante;PROPRIO;5;0;0;1
PED2026008744;CLI00052;Bruno Barbosa;brunobarbosa.52@exemplo.com;(85) 98228-3668;2026-07-30;SP;São Paulo;APP;MOBILE;Eletrônicos;Câmera Wi-Fi;2;900;0.05;27.64;1737.64;CARTAO_CREDITO;1;38;4098.45;40;Diamante;PROPRIO;4;0;1;1
PED2026008573;CLI01153;Gabriela Costa;gabrielacosta.1153@exemplo.com;+55 41 90605-3918;2026-05-13;SP;São Paulo;APP;MOBILE;Alimentação;Kit Café Especial;2;200.22;0.2;10.0;330.35;cartao debito;1;55;3039.77;18;Ouro;PROPRIO;5;0;1;0
PED2026011430;CLI03457;Karen Costa;karencosta.3457@exemplo.com;51979414094;2026-04-22;PR;Curitiba;MARKETPLACE;MOBILE;Moda e Acessórios;Camiseta;1;104.4;0.25;32.02;110.32;CARTAO_CREDITO;5;40;3969.96;38;Diamante;PARC005;5;0;1;0
PED2026005735;CLI01350;Vinicius Lima;viniciuslima.1350@exemplo.com;(41) 90070-3064;2026/08/20;ES;Vitória;APP;MOBILE;Eletrodomésticos;Micro-ondas;2;578.55;0;0;1157.11;PIX;1;42;5462.38;30;Ouro;PROPRIO;3;0;0;0
PED2026005953;CLI01332;Sofia Barbosa;sofiabarbosa.1332@exemplo.com;(81) 91254-3992;2026-04-11;RS;Porto Alegre;APP;DESKTOP;Casa e Decoração;Jogo de Cama;1;212.08;0.15;21.41;201.68;PIX;1;52;4535.29;27;Ouro;PROPRIO;4;0;0;1
PED2026009678;CLI00817;Thiago Vieira;thiagovieira.817@exemplo.com;31974034886;31-05-2026;MG;Belo Horizonte;APP;DESKTOP;Moda e Acessórios;Jaqueta;1;495.52;0;39.63;535.15;CARTAO_CREDITO;1;44;2825.95;41;Ouro;PROPRIO;5;0;0;0
PED2026008377;CLI00722;Nicolas Teixeira;nicolasteixeira.722@exemplo.com;+55 85 96578-8656;2026-06-14;MS;Campo Grande;APP;MOBILE;Eletrônicos;Smart TV;1;9500;0.15;0;8075.0;CARTAO_CREDITO;1;56;14597.5;27;Ouro;PROPRIO;4;0;1;0
PED2026011892;CLI02652;Lucas Rocha;lucasrocha.2652@exemplo.com;(47) 95472-9368;2026-04-20;SP;São Paulo;APP;MOBILE;Informática;Teclado mecânico;1;1016.49;0.05;0;965.67;CARTAO_DEBITO;1;50;3382.03;59;Diamante;PROPRIO;4;0;0;1
PED2026010799;CLI02739;Thiago Gomes;thiagogomes.2739@exemplo.com;(11) 92045-9773;2026-06-16;MG;Belo Horizonte;APP;MOBILE; Eletrodomésticos ;Cafeteira;1;575.52;0;0;575.52;Cartão Crédito;4;56;2989.37;20;Ouro;PROPRIO;5;0;0;0
PED2026010821;CLI03496;Paulo Almeida;pauloalmeida.3496@exemplo.com;(71) 94334-3939;2026-08-21;MS;Campo Grande;APP;MOBILE;Telefonia;Fone Bluetooth;1;496.87;0.15;27.83;450.17;PIX;1;37;3247.62;16;Ouro;PROPRIO;3;0;1;0
PED2026008107;CLI00706;Karen Dias;karendias.706@exemplo.com;(41) 96850-7038;2026-08-18;SP;São Paulo; APP ;MOBILE;Informática;Monitor;2;3172.79;0;0;6345.58;PIX;1;53;3761.18;15;Ouro;PROPRIO;4;0;0;0
PED2026007699;CLI01794;Eduarda Pereira;eduardapereira.1794@exemplo.com;(81) 99911-6075;2026-08-21;SP;São Paulo;LOJA_FISICA;MOBILE;Informática;Notebook;2;6109.68;0;0;12219.36;CARTAO_CREDITO;1;41;1318.1;82;Diamante;PROPRIO;4;1;0;1
PED2026004259;CLI02552;Eduarda Pereira;eduardapereira.2552@exemplo.com;(47) 96100-4920;30/04/2026;SP;São Paulo;APP;MOBILE;Eletrônicos;Console;2;3352.71;0.1;0;6034.88;PIX;1;46;2985.47;45;Diamante;PROPRIO;4;0;1;0
PED2026008009;CLI00832;Mariana Pereira;marianapereira.832@exemplo.com;(81) 96055-6980;2026-07-30;MA;São Luís;APP;DESKTOP;Informática;Teclado mecânico;3;629.98;0;0;1889.93;PIX;1;42;4478.75;25;Prata;PROPRIO;4;0;0;0
PED2026003485;CLI03178;Felipe Gomes;felipegomes.3178@exemplo.com;(31) 94311-6284;2026-04-06;sc;Florianópolis; APP ;MOBILE;Eletrodomésticos;Cafeteira;1;650;0;0;650;PIX;1;22;1248.22;26;Ouro;PROPRIO;3;0;0;1
PED2026002658;CLI02079;Zeca Rocha;zecarocha.2079@exemplo.com;11904602417;2026-05-06;SP;São Paulo;SITE;MOBILE;Eletrônicos;Caixa de Som;2;991.85;0;11.59;1995.28;PIX;1;48;4772.18;12;Ouro;PROPRIO;4;1;0;0
PED2026008764;CLI00290;Mariana Vieira;marianavieira.290@exemplo.com;(11) 96348-3603;2026-01-02;SP;São Paulo;SITE;DESKTOP;Eletrodomésticos;Air Fryer;2;800.55;0;30.56;1631.66;PIX;1;29;3169.31;75;Diamante;PROPRIO;4;0;0;1
PED2026002956;CLI00294;Paulo Oliveira;paulooliveira.294@exemplo.com;(71) 95425-7387;2026-03-21;MA;São Luís;MARKETPLACE;MOBILE;Jogos;Headset Gamer;1;362.29;0.3;17.77;271.37;CARTAO_CREDITO;6;52;5640.99;75;Diamante;PARC218;4;0;1;1
PED2026001300;CLI02931;Yasmin Lima;yasminlima.2931@exemplo.com;(21) 92775-2112;2026-05-17;SC;Florianópolis;APP;MOBILE;Eletrônicos;Console;2;3081.1;0;0;6162.2;PIX;1;25;2060.16;15;Prata;PROPRIO;4;0;0;1
PED2026002708;CLI02234;Thiago Lima;thiagolima.2234@exemplo.com;(11) 92916-0439;2026-08-25;RS;Porto Alegre;MARKETPLACE;DESKTOP;Eletrodomésticos;Cafeteira;1;423.67;0;30.63;454.3;PIX;1;42;1842.74;10;Prata;PARC109;4;0;0;1
PED2026011314;CLI02282;Yasmin Santos;yasminsantos.2282@exemplo.com;(31) 94603-9721;2026-03-09;DF;Brasília;MARKETPLACE;DESKTOP;Eletrônicos;Câmera Wi-Fi;1;679.7;0;0;679.7;CARTAO_DEBITO;1;44;5337.17;58;Diamante;PARC051;4;0;0;1
PED2026003190;CLI01972;Nicolas Dias;nicolasdias.1972@exemplo.com; 41946835083 ;2026-03-18;RJ;Rio de Janeiro;APP;MOBILE;Informática;Teclado mecânico;2;685.07;0;0;1370.15;PIX;1;29;3173.07;34;Ouro;PROPRIO;4;0;0;1
PED2026011475;CLI00773;Diego Costa;DIEGOCOSTA.773@EXEMPLO.COM;(61) 90561-0608;2026-08-07;SP;São Paulo;APP;DESKTOP;Jogos;Jogo Digital;1;205.07;0;13.81;218.88;BOLETO;1;52;6943.44;3;Prata;PROPRIO;4;0;0;1
PED2026009467;CLI01179;Ursula Santos;ursulasantos.1179@exemplo.com;41 90979-0232;2026-08-13;RJ;Rio de Janeiro;SITE;DESKTOP;Alimentação;Snacks;1;74.28;0.2;27.13;86.55;CARTEIRA_DIGITAL;1;42;2342.07;63;Diamante;PROPRIO;4;0;1;1
PED2026002511;CLI01952;Gabriela Souza;gabrielasouza.1952@exemplo.com;(47) 97360-4625;2026-02-17;SC;Florianópolis;App;MOBILE;Informática;Notebook;1;3189.79;0.1;13.75;2884.56;PIX;1;53;8909.79;25;Ouro;PROPRIO;3;0;1;0
PED2026009171;CLI01390;Karen Oliveira;karenoliveira.1390@exemplo.com;85951926217;28/02/2026;SP;São Paulo;APP;MOBILE;Beleza e Saúde;Secador;4;514.28;0.15;0;1748.55;BOLETO;1;41;2354.11;44;Diamante;PROPRIO;5;0;1;1
PED2026007302;CLI02945;Pa ulo Teixeira;pauloteixeira.2945@exemplo.com;+55 11 94419-1173;2026-08-07;MG;Belo Horizonte;SITE;DESKTOP;TELEFONIA;Fone Bluetooth;1;699.11;0.1;0;629.2;pix;1;43;7842.43;23;Ouro;PROPRIO;4;0;1;0
PED2026004198;CLI03302;Felipe Dias;felipedias.3302@exemplo.com;(51) 98887-4076;2026-07-23;MG;Belo Horizonte;SITE;MOBILE;Casa e Decoração;Jogo de Cama;1;326.11;0;32.66;358.77;CARTAO_CREDITO;1;45;4349.33;38;Diamante;PROPRIO;4;0;0;0
PED2026009746;CLI00086;Carla Costa;carlacosta.86@exemplo.com;+55 31 96098-7658;2026-01-14;SP;São Paulo;APP;MOBILE;Eletrodomésticos;Micro-ondas;1;1400;0.15;0;1190.0;CARTAO_CREDITO;1;31;1440.84;12;Prata;PROPRIO;4;0;1;1
PED2026001999;CLI00307;Gabriela Nunes;gabrielanunes.307@exemplo.com;(61) 94541-1584;2026-08-10;MG;Belo Horizonte;MARKETPLACE;desktop;Eletrodomésticos;Lavadora;2;3712.94;0.3;0;5198.12;CARTAO_CREDITO;1;31;2389.69;29;Ouro;PARC190;4;0;0;1
